Source;Code;Name;Method;year;Depth;Latitude;Longitude;ALT_Permafrost_cci
CALM;C10;Pump Station;T/P;1997;77,00;65,28333333;-126,883333300;1,38
CALM;C10;Pump Station;T/P;1998;78,00;65,28333333;-126,883333300;1,56
CALM;C10;Pump Station;T/P;1999;77,00;65,28333333;-126,883333300;1,28
CALM;C10;Pump Station;T/P;2000;80,00;65,28333333;-126,883333300;1,26
CALM;C11 A;Norman Wells   (Thaw tube);TT;1997;59,00;65,19305556;-126,468888900;1,40
CALM;C11 A;Norman Wells   (Thaw tube);TT;1998;66,00;65,19305556;-126,468888900;1,50
CALM;C11 A;Norman Wells   (Thaw tube);TT;1999;64,00;65,19305556;-126,468888900;1,30
CALM;C11 A;Norman Wells   (Thaw tube);TT;2000;64,00;65,19305556;-126,468888900;1,45
CALM;C11 A;Norman Wells   (Thaw tube);TT;2001;66,00;65,19305556;-126,468888900;1,53
CALM;C11 A;Norman Wells   (Thaw tube);TT;2002;64,00;65,19305556;-126,468888900;0,98
CALM;C11 A;Norman Wells   (Thaw tube);TT;2003;60,00;65,19305556;-126,468888900;1,10
CALM;C11 A;Norman Wells   (Thaw tube);TT;2004;60,00;65,19305556;-126,468888900;1,20
CALM;C11 A;Norman Wells   (Thaw tube);TT;2005;61,00;65,19305556;-126,468888900;1,47
CALM;C11 B;Norman Wells   (grid);100;1998;50,00;65,19305556;-126,468888900;1,50
CALM;C11 B;Norman Wells   (grid);100;1999;49,00;65,19305556;-126,468888900;1,30
CALM;C11 B;Norman Wells   (grid);100;2000;45,00;65,19305556;-126,468888900;1,45
CALM;C11 B;Norman Wells   (grid);100;2001;45,00;65,19305556;-126,468888900;1,53
CALM;C11 B;Norman Wells   (grid);100;2002;47,00;65,19305556;-126,468888900;0,98
CALM;C11 B;Norman Wells   (grid);100;2003;41,00;65,19305556;-126,468888900;1,10
CALM;C11 B;Norman Wells   (grid);100;2004;39,00;65,19305556;-126,468888900;1,20
CALM;C11 B;Norman Wells   (grid);100;2005;46,00;65,19305556;-126,468888900;1,47
CALM;C11 B;Norman Wells   (grid);100;2006;48,00;65,19305556;-126,468888900;1,68
CALM;C11 B;Norman Wells   (grid);100;2007;47,00;65,19305556;-126,468888900;1,58
CALM;C11 B;Norman Wells   (grid);100;2008;50,00;65,19305556;-126,468888900;1,53
CALM;C12;Great Bear River;T/P;1997;69,00;64,91666667;-125,583333300;1,17
CALM;C12;Great Bear River;T/P;1998;87,00;64,91666667;-125,583333300;1,23
CALM;C12;Great Bear River;T/P;1999;86,00;64,91666667;-125,583333300;1,13
CALM;C12;Great Bear River;T/P;2000;86,00;64,91666667;-125,583333300;1,23
CALM;C13;Ochre River;TT;1997;65,00;63,46638889;-123,692777800;1,47
CALM;C13;Ochre River;TT;1998;66,00;63,46638889;-123,692777800;1,58
CALM;C13;Ochre River;TT;1999;65,00;63,46638889;-123,692777800;1,60
CALM;C13;Ochre River;TT;2000;65,00;63,46638889;-123,692777800;1,70
CALM;C13;Ochre River;TT;2001;64,00;63,46638889;-123,692777800;1,73
CALM;C13;Ochre River;TT;2002;64,00;63,46638889;-123,692777800;1,58
CALM;C13;Ochre River;TT;2003;64,00;63,46638889;-123,692777800;1,40
CALM;C13;Ochre River;TT;2004;58,00;63,46638889;-123,692777800;1,62
CALM;C13;Ochre River;TT;2005;62,00;63,46638889;-123,692777800;1,78
CALM;C13;Ochre River;TT;2006;66,00;63,46638889;-123,692777800;1,95
CALM;C13;Ochre River;TT;2007;67,00;63,46638889;-123,692777800;1,90
CALM;C13;Ochre River;TT;2012;69,00;63,46638889;-123,692777800;2,17
CALM;C13;Ochre River;TT;2014;72,00;63,46638889;-123,692777800;2,18
CALM;C14 A;Willowlake River;TT;1997;87,00;62,69666667;-123,065000000;1,25
CALM;C14 A;Willowlake River;TT;1998;89,00;62,69666667;-123,065000000;1,48
CALM;C14 A;Willowlake River;TT;1999;91,00;62,69666667;-123,065000000;1,43
CALM;C14 A;Willowlake River;TT;2000;82,00;62,69666667;-123,065000000;1,58
CALM;C14 A;Willowlake River;TT;2001;86,00;62,69666667;-123,065000000;1,68
CALM;C14 A;Willowlake River;TT;2002;88,00;62,69666667;-123,065000000;1,63
CALM;C14 A;Willowlake River;TT;2003;86,00;62,69666667;-123,065000000;1,60
CALM;C14 A;Willowlake River;TT;2004;80,00;62,69666667;-123,065000000;1,68
CALM;C14 A;Willowlake River;TT;2005;82,00;62,69666667;-123,065000000;1,80
CALM;C14 A;Willowlake River;TT;2006;89,00;62,69666667;-123,065000000;1,90
CALM;C14 A;Willowlake River;TT;2007;88,00;62,69666667;-123,065000000;1,88
CALM;C14 A;Willowlake River;TT;2010;90,00;62,69666667;-123,065000000;1,95
CALM;C14 A;Willowlake River;TT;2012;91,00;62,69666667;-123,065000000;2,20
CALM;C14 A;Willowlake River;TT;2014;89,00;62,69666667;-123,065000000;2,22
CALM;C14 A;Willowlake River;TT;2016;91,00;62,69666667;-123,065000000;2,40
CALM;C14 B;Willowlake River;100;2001;74,00;62,69666667;-123,065000000;1,68
CALM;C14 B;Willowlake River;100;2002;78,00;62,69666667;-123,065000000;1,63
CALM;C14 B;Willowlake River;100;2003;72,00;62,69666667;-123,065000000;1,60
CALM;C14 B;Willowlake River;100;2004;73,00;62,69666667;-123,065000000;1,68
CALM;C14 B;Willowlake River;100;2005;78,00;62,69666667;-123,065000000;1,80
CALM;C14 B;Willowlake River;100;2006;88,00;62,69666667;-123,065000000;1,90
CALM;C14 B;Willowlake River;100;2007;87,00;62,69666667;-123,065000000;1,88
CALM;C14 B;Willowlake River;100;2008;88,00;62,69666667;-123,065000000;1,90
CALM;C14 B;Willowlake River;100;2009;84,00;62,69666667;-123,065000000;1,95
CALM;C14 B;Willowlake River;100;2011;87,00;62,69666667;-123,065000000;2,18
CALM;C14 B;Willowlake River;100;2013;83,00;62,69666667;-123,065000000;2,22
CALM;C15 B;Fort Simpson;100;1999;76,00;61,88777778;-121,601666700;1,30
CALM;C15 B;Fort Simpson;100;2000;85,00;61,88777778;-121,601666700;1,50
CALM;C15 B;Fort Simpson;100;2001;84,00;61,88777778;-121,601666700;1,60
CALM;C15 B;Fort Simpson;100;2002;82,00;61,88777778;-121,601666700;1,50
CALM;C15 B;Fort Simpson;100;2003;76,00;61,88777778;-121,601666700;1,40
CALM;C15 B;Fort Simpson;100;2004;77,00;61,88777778;-121,601666700;1,60
CALM;C15 B;Fort Simpson;100;2005;91,00;61,88777778;-121,601666700;1,60
CALM;C15 B;Fort Simpson;100;2006;93,00;61,88777778;-121,601666700;1,80
CALM;C15 B;Fort Simpson;100;2007;99,00;61,88777778;-121,601666700;1,60
CALM;C15 B;Fort Simpson;100;2008;98,00;61,88777778;-121,601666700;1,80
CALM;C15 B;Fort Simpson;100;2009;88,00;61,88777778;-121,601666700;2,00
CALM;C15 B;Fort Simpson;100;2011;104,00;61,88777778;-121,601666700;2,20
CALM;C15 B;Fort Simpson;100;2013;96,00;61,88777778;-121,601666700;2,40
CALM;C15 B;Fort Simpson;100;2015;101,00;61,88777778;-121,601666700;2,40
CALM;C16;"Lake Hazen; Ellsmere Island";T;1997;46,00;81,81666667;-71,383333330;0,27
CALM;C16;"Lake Hazen; Ellsmere Island";T;1998;52,00;81,81666667;-71,383333330;0,34
CALM;C16;"Lake Hazen; Ellsmere Island";T;1999;43,00;81,81666667;-71,383333330;0,30
CALM;C17;Sheldrake River;T;1997;157,00;56,63333333;-76,100000000;0,98
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;1997;56,00;81,40000000;-76,700000000;0,10
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;1998;51,00;81,40000000;-76,700000000;0,20
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;1999;58,00;81,40000000;-76,700000000;0,10
CALM;C19;"Eureka;  Ellesmere Island";1000;1997;52,00;80,01666667;-85,750000000;0,33
CALM;C19;"Eureka;  Ellesmere Island";1000;1998;53,00;80,01666667;-85,750000000;0,41
CALM;C19;"Eureka;  Ellesmere Island";1000;2000;49,00;80,01666667;-85,750000000;0,40
CALM;C1;Alexandria Fiord;100;1999;57,00;78,88333333;-75,916666670;0,19
CALM;C1;Alexandria Fiord;100;2000;62,00;78,88333333;-75,916666670;0,21
CALM;C1;Alexandria Fiord;100;2001;58,00;78,88333333;-75,916666670;0,19
CALM;C20;Baker Lake;T/B3;1997;120,00;64,33333333;-96,050000000;0,60
CALM;C20;Baker Lake;T/B3;1998;170,00;64,33333333;-96,050000000;0,66
CALM;C20;Baker Lake;T/B3;1999;174,00;64,33333333;-96,050000000;0,51
CALM;C20;Baker Lake;T/B3;2000;189,00;64,33333333;-96,050000000;0,59
CALM;C20;Baker Lake;T/B3;2001;193,00;64,33333333;-96,050000000;0,60
CALM;C20;Baker Lake;T/B3;2004;178,00;64,33333333;-96,050000000;0,47
CALM;C21;Marmot Mountain;T;1997;192,00;52,80000000;-118,116666700;NA
CALM;C21;Marmot Mountain;T;1999;342,00;52,80000000;-118,116666700;NA
CALM;C21;Marmot Mountain;T;2000;96,00;52,80000000;-118,116666700;NA
CALM;C21;Marmot Mountain;T;2001;152,00;52,80000000;-118,116666700;NA
CALM;C21;Marmot Mountain;T;2002;84,00;52,80000000;-118,116666700;NA
CALM;C22;Dawson;50/P/T;2009;26,00;63,94054000;-138,591570000;1,33
CALM;C22;Dawson;50/P/T;2010;32,00;63,94054000;-138,591570000;2,00
CALM;C22;Dawson;50/P/T;2011;39,00;63,94054000;-138,591570000;1,95
CALM;C22;Dawson;50/P/T;2012;45,00;63,94054000;-138,591570000;2,20
CALM;C22;Dawson;50/P/T;2013;37,00;63,94054000;-138,591570000;2,00
CALM;C22;Dawson;50/P/T;2014;52,00;63,94054000;-138,591570000;2,13
CALM;C23;Teslin;50/P/T;2009;55,00;60,44736400;-133,527584000;NA
CALM;C23;Teslin;50/P/T;2010;46,00;60,44736400;-133,527584000;NA
CALM;C23;Teslin;50/P/T;2011;53,00;60,44736400;-133,527584000;NA
CALM;C23;Teslin;50/P/T;2012;52,00;60,44736400;-133,527584000;NA
CALM;C23;Teslin;50/P/T;2013;58,00;60,44736400;-133,527584000;NA
CALM;C23;Teslin;50/P/T;2014;65,00;60,44736400;-133,527584000;NA
CALM;C24;Beaver Creek;50/P/T;2010;42,00;62,33770000;-140,838350000;1,42
CALM;C24;Beaver Creek;50/P/T;2011;48,00;62,33770000;-140,838350000;1,60
CALM;C24;Beaver Creek;50/P/T;2012;42,00;62,33770000;-140,838350000;1,70
CALM;C24;Beaver Creek;50/P/T;2013;52,00;62,33770000;-140,838350000;1,78
CALM;C24;Beaver Creek;50/P/T;2014;54,00;62,33770000;-140,838350000;1,93
CALM;C3 A;North Head (thaw tube);TT;1997;66,00;69,71972222;-134,461944400;0,36
CALM;C3 A;North Head (thaw tube);TT;1998;70,00;69,71972222;-134,461944400;0,53
CALM;C3 A;North Head (thaw tube);TT;1999;66,00;69,71972222;-134,461944400;0,34
CALM;C3 A;North Head (thaw tube);TT;2000;59,00;69,71972222;-134,461944400;0,26
CALM;C3 A;North Head (thaw tube);TT;2001;62,00;69,71972222;-134,461944400;0,31
CALM;C3 A;North Head (thaw tube);TT;2002;60,00;69,71972222;-134,461944400;0,27
CALM;C3 A;North Head (thaw tube);TT;2003;59,00;69,71972222;-134,461944400;0,27
CALM;C3 A;North Head (thaw tube);TT;2007;64,00;69,71972222;-134,461944400;0,39
CALM;C3 A;North Head (thaw tube);TT;2008;63,00;69,71972222;-134,461944400;0,36
CALM;C3 A;North Head (thaw tube);TT;2015;56,00;69,71972222;-134,461944400;0,43
CALM;C3 A;North Head (thaw tube);TT;2016;57,00;69,71972222;-134,461944400;0,50
CALM;C3 B;North Head (grid);100;1998;52,00;69,71972222;-134,461944400;0,53
CALM;C3 B;North Head (grid);100;1999;52,00;69,71972222;-134,461944400;0,34
CALM;C3 B;North Head (grid);100;2000;43,00;69,71972222;-134,461944400;0,26
CALM;C3 B;North Head (grid);100;2001;43,00;69,71972222;-134,461944400;0,31
CALM;C3 B;North Head (grid);100;2002;44,00;69,71972222;-134,461944400;0,27
CALM;C3 B;North Head (grid);100;2003;45,00;69,71972222;-134,461944400;0,27
CALM;C3 B;North Head (grid);100;2004;50,00;69,71972222;-134,461944400;0,36
CALM;C3 B;North Head (grid);100;2005;40,00;69,71972222;-134,461944400;0,24
CALM;C3 B;North Head (grid);100;2006;52,00;69,71972222;-134,461944400;0,41
CALM;C3 B;North Head (grid);100;2007;48,00;69,71972222;-134,461944400;0,39
CALM;C3 B;North Head (grid);100;2008;50,00;69,71972222;-134,461944400;0,36
CALM;C3 B;North Head (grid);100;2009;44,00;69,71972222;-134,461944400;0,34
CALM;C3 B;North Head (grid);100;2011;50,00;69,71972222;-134,461944400;0,41
CALM;C3 B;North Head (grid);100;2013;42,00;69,71972222;-134,461944400;0,39
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;1997;118,00;69,36916667;-134,948611100;0,50
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;1998;148,00;69,36916667;-134,948611100;0,66
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;1999;132,00;69,36916667;-134,948611100;0,49
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2001;117,00;69,36916667;-134,948611100;0,46
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2002;110,00;69,36916667;-134,948611100;0,44
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2003;124,00;69,36916667;-134,948611100;0,41
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2004;119,00;69,36916667;-134,948611100;0,50
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2005;101,00;69,36916667;-134,948611100;0,39
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2006;129,00;69,36916667;-134,948611100;0,56
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2007;132,00;69,36916667;-134,948611100;0,53
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2008;114,00;69,36916667;-134,948611100;0,50
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2009;138,00;69,36916667;-134,948611100;0,49
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2011;171,00;69,36916667;-134,948611100;0,56
CALM;C4 B;Taglu (grid);100;1998;104,00;69,36916667;-134,948611100;0,66
CALM;C4 B;Taglu (grid);100;1999;110,00;69,36916667;-134,948611100;0,49
CALM;C4 B;Taglu (grid);100;2000;109,00;69,36916667;-134,948611100;0,40
CALM;C4 B;Taglu (grid);100;2001;100,00;69,36916667;-134,948611100;0,46
CALM;C4 B;Taglu (grid);100;2002;100,00;69,36916667;-134,948611100;0,44
CALM;C4 B;Taglu (grid);100;2003;96,00;69,36916667;-134,948611100;0,41
CALM;C4 B;Taglu (grid);100;2004;99,00;69,36916667;-134,948611100;0,50
CALM;C4 B;Taglu (grid);100;2005;80,00;69,36916667;-134,948611100;0,39
CALM;C4 B;Taglu (grid);100;2006;96,00;69,36916667;-134,948611100;0,56
CALM;C4 B;Taglu (grid);100;2007;94,00;69,36916667;-134,948611100;0,53
CALM;C4 B;Taglu (grid);100;2008;91,00;69,36916667;-134,948611100;0,50
CALM;C4 B;Taglu (grid);100;2009;86,00;69,36916667;-134,948611100;0,49
CALM;C4 B;Taglu (grid);100;2010;94,00;69,36916667;-134,948611100;0,60
CALM;C4 B;Taglu (grid);100;2011;94,00;69,36916667;-134,948611100;0,56
CALM;C4 B;Taglu (grid);100;2012;91,00;69,36916667;-134,948611100;0,67
CALM;C4 B;Taglu (grid);100;2013;85,00;69,36916667;-134,948611100;0,57
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;1997;89,00;69,21888889;-134,291111100;0,57
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;1998;91,00;69,21888889;-134,291111100;0,71
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;1999;84,00;69,21888889;-134,291111100;0,54
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2000;64,00;69,21888889;-134,291111100;0,50
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2001;70,00;69,21888889;-134,291111100;0,54
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2002;64,00;69,21888889;-134,291111100;0,53
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2003;73,00;69,21888889;-134,291111100;0,49
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2004;68,00;69,21888889;-134,291111100;0,56
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2005;68,00;69,21888889;-134,291111100;0,46
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2006;77,00;69,21888889;-134,291111100;0,64
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2007;73,00;69,21888889;-134,291111100;0,59
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2008;68,00;69,21888889;-134,291111100;0,54
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2009;67,00;69,21888889;-134,291111100;0,54
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2010;74,00;69,21888889;-134,291111100;0,61
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2011;72,00;69,21888889;-134,291111100;0,64
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2012;83,00;69,21888889;-134,291111100;0,70
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2013;78,00;69,21888889;-134,291111100;0,60
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2014;81,00;69,21888889;-134,291111100;0,60
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2015;82,00;69,21888889;-134,291111100;0,59
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2016;77,00;69,21888889;-134,291111100;0,61
CALM;C5 B;Lousy Point  (grid);100;1998;64,00;69,21888889;-134,291111100;0,71
CALM;C5 B;Lousy Point  (grid);100;1999;62,00;69,21888889;-134,291111100;0,54
CALM;C5 B;Lousy Point  (grid);100;2000;52,00;69,21888889;-134,291111100;0,50
CALM;C5 B;Lousy Point  (grid);100;2001;53,00;69,21888889;-134,291111100;0,54
CALM;C5 B;Lousy Point  (grid);100;2002;54,00;69,21888889;-134,291111100;0,53
CALM;C5 B;Lousy Point  (grid);100;2003;53,00;69,21888889;-134,291111100;0,49
CALM;C5 B;Lousy Point  (grid);100;2004;55,00;69,21888889;-134,291111100;0,56
CALM;C5 B;Lousy Point  (grid);100;2005;49,00;69,21888889;-134,291111100;0,46
CALM;C5 B;Lousy Point  (grid);100;2006;61,00;69,21888889;-134,291111100;0,64
CALM;C5 B;Lousy Point  (grid);100;2007;55,00;69,21888889;-134,291111100;0,59
CALM;C5 B;Lousy Point  (grid);100;2008;59,00;69,21888889;-134,291111100;0,54
CALM;C5 B;Lousy Point  (grid);100;2009;55,00;69,21888889;-134,291111100;0,54
CALM;C5 B;Lousy Point  (grid);100;2012;63,00;69,21888889;-134,291111100;0,70
CALM;C5 B;Lousy Point  (grid);100;2013;51,00;69,21888889;-134,291111100;0,60
CALM;C6;Parsons Lake;T;1997;90,00;68,96666667;-133,550000000;0,56
CALM;C6;Parsons Lake;T;1998;80,00;68,96666667;-133,550000000;0,69
CALM;C6;Parsons Lake;T;1999;75,00;68,96666667;-133,550000000;0,53
CALM;C6;Parsons Lake;T;2000;78,00;68,96666667;-133,550000000;0,47
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;1997;135,00;68,68472222;-134,145833300;0,66
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;1998;140,00;68,68472222;-134,145833300;0,83
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;1999;137,00;68,68472222;-134,145833300;0,63
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2000;134,00;68,68472222;-134,145833300;0,59
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2001;136,00;68,68472222;-134,145833300;0,63
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2002;123,00;68,68472222;-134,145833300;0,64
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2003;129,00;68,68472222;-134,145833300;0,60
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2004;122,00;68,68472222;-134,145833300;0,66
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2005;115,00;68,68472222;-134,145833300;0,54
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2006;134,00;68,68472222;-134,145833300;0,76
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2007;128,00;68,68472222;-134,145833300;0,76
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2008;131,00;68,68472222;-134,145833300;0,64
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2009;129,00;68,68472222;-134,145833300;0,66
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2010;137,00;68,68472222;-134,145833300;0,79
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2011;138,00;68,68472222;-134,145833300;0,79
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2012;154,00;68,68472222;-134,145833300;0,90
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2013;150,00;68,68472222;-134,145833300;0,80
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2014;144,00;68,68472222;-134,145833300;0,80
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2015;146,00;68,68472222;-134,145833300;0,71
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2016;151,00;68,68472222;-134,145833300;0,73
CALM;C7 B;Reindeer Depot  (grid);100;2000;113,00;68,68472222;-134,145833300;0,59
CALM;C7 B;Reindeer Depot  (grid);100;2001;117,00;68,68472222;-134,145833300;0,63
CALM;C7 B;Reindeer Depot  (grid);100;2002;108,00;68,68472222;-134,145833300;0,64
CALM;C7 B;Reindeer Depot  (grid);100;2003;101,00;68,68472222;-134,145833300;0,60
CALM;C7 B;Reindeer Depot  (grid);100;2005;104,00;68,68472222;-134,145833300;0,54
CALM;C7 B;Reindeer Depot  (grid);100;2006;121,00;68,68472222;-134,145833300;0,76
CALM;C7 B;Reindeer Depot  (grid);100;2007;109,00;68,68472222;-134,145833300;0,76
CALM;C7 B;Reindeer Depot  (grid);100;2008;111,00;68,68472222;-134,145833300;0,64
CALM;C8 A;Rengleng River  (Thaw tube);TT;1997;110,00;67,79500000;-134,126111100;0,93
CALM;C8 A;Rengleng River  (Thaw tube);TT;1998;116,00;67,79500000;-134,126111100;1,07
CALM;C8 A;Rengleng River  (Thaw tube);TT;1999;111,00;67,79500000;-134,126111100;0,91
CALM;C8 A;Rengleng River  (Thaw tube);TT;2000;110,00;67,79500000;-134,126111100;0,93
CALM;C8 A;Rengleng River  (Thaw tube);TT;2001;108,00;67,79500000;-134,126111100;1,03
CALM;C8 A;Rengleng River  (Thaw tube);TT;2002;108,00;67,79500000;-134,126111100;1,00
CALM;C8 A;Rengleng River  (Thaw tube);TT;2003;105,00;67,79500000;-134,126111100;0,89
CALM;C8 A;Rengleng River  (Thaw tube);TT;2004;107,00;67,79500000;-134,126111100;0,97
CALM;C8 A;Rengleng River  (Thaw tube);TT;2005;103,00;67,79500000;-134,126111100;0,90
CALM;C8 A;Rengleng River  (Thaw tube);TT;2006;115,00;67,79500000;-134,126111100;1,16
CALM;C8 A;Rengleng River  (Thaw tube);TT;2007;113,00;67,79500000;-134,126111100;1,10
CALM;C8 A;Rengleng River  (Thaw tube);TT;2008;110,00;67,79500000;-134,126111100;1,04
CALM;C8 A;Rengleng River  (Thaw tube);TT;2015;111,00;67,79500000;-134,126111100;1,30
CALM;C8 A;Rengleng River  (Thaw tube);TT;2016;112,00;67,79500000;-134,126111100;1,56
CALM;C8 B;Rengleng River   (grid);100;1998;82,00;67,79500000;-134,126111100;1,07
CALM;C8 B;Rengleng River   (grid);100;1999;78,00;67,79500000;-134,126111100;0,91
CALM;C8 B;Rengleng River   (grid);100;2000;80,00;67,79500000;-134,126111100;0,93
CALM;C8 B;Rengleng River   (grid);100;2001;77,00;67,79500000;-134,126111100;1,03
CALM;C8 B;Rengleng River   (grid);100;2002;75,00;67,79500000;-134,126111100;1,00
CALM;C8 B;Rengleng River   (grid);100;2003;72,00;67,79500000;-134,126111100;0,89
CALM;C8 B;Rengleng River   (grid);100;2005;71,00;67,79500000;-134,126111100;0,90
CALM;C8 B;Rengleng River   (grid);100;2006;83,00;67,79500000;-134,126111100;1,16
CALM;C8 B;Rengleng River   (grid);100;2007;80,00;67,79500000;-134,126111100;1,10
CALM;C8 B;Rengleng River   (grid);100;2008;81,00;67,79500000;-134,126111100;1,04
CALM;C8 B;Rengleng River   (grid);100;2009;78,00;67,79500000;-134,126111100;1,03
CALM;C8 B;Rengleng River   (grid);100;2011;84,00;67,79500000;-134,126111100;1,17
CALM;C8 B;Rengleng River   (grid);100;2012;85,00;67,79500000;-134,126111100;1,29
CALM;C8 B;Rengleng River   (grid);100;2014;79,00;67,79500000;-134,126111100;1,33
CALM;C8 B;Rengleng River   (grid);100;2015;76,00;67,79500000;-134,126111100;1,30
CALM;C9 A;Mountain River  (Thaw tube);TT;1997;59,00;65,67361111;-128,829166700;1,06
CALM;C9 A;Mountain River  (Thaw tube);TT;1998;62,00;65,67361111;-128,829166700;1,14
CALM;C9 A;Mountain River  (Thaw tube);TT;1999;57,00;65,67361111;-128,829166700;0,98
CALM;C9 A;Mountain River  (Thaw tube);TT;2000;59,00;65,67361111;-128,829166700;0,96
CALM;C9 A;Mountain River  (Thaw tube);TT;2001;53,00;65,67361111;-128,829166700;1,00
CALM;C9 A;Mountain River  (Thaw tube);TT;2002;53,00;65,67361111;-128,829166700;0,88
CALM;C9 A;Mountain River  (Thaw tube);TT;2003;54,00;65,67361111;-128,829166700;0,94
CALM;C9 A;Mountain River  (Thaw tube);TT;2004;48,00;65,67361111;-128,829166700;0,98
CALM;C9 A;Mountain River  (Thaw tube);TT;2005;48,00;65,67361111;-128,829166700;1,04
CALM;CH1;Murtel-Corvatsch;T/B31;1997;343,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;1998;347,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;1999;343,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2000;345,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2001;348,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2002;344,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2003;351,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2004;351,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2005;350,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2006;350,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2007;351,00;49,43333333;9,833333333;NA
CALM;CH1;Murtel-Corvatsch;T/B31;2008;351,00;49,43333333;9,833333333;NA
CALM;CH2;Schilthorn;T/B14;1998;430,00;46,55000000;7,833333333;NA
CALM;CH2;Schilthorn;T/B14;1999;443,00;46,55000000;7,833333333;NA
CALM;CH2;Schilthorn;T/B14;2000;488,00;46,55000000;7,833333333;NA
CALM;CH2;Schilthorn;T/B14;2002;460,00;46,55000000;7,833333333;NA
CALM;CH2;Schilthorn;T/B14;2003;496,00;46,55000000;7,833333333;NA
CALM;CH2;Schilthorn;T/B14;2004;481,00;46,55000000;7,833333333;NA
CALM;CH2;Schilthorn;T/B14;2005;480,00;46,55000000;7,833333333;NA
CALM;CH2;Schilthorn;T/B14;2006;484,00;46,55000000;7,833333333;NA
