Source;Code;Name;Method;year;Depth;Latitude;Longitude;ALT_Permafrost_cci;;;;;;;
CALM;R30 C;Ploskii Tolbachik (Kamchatka) 2;100;2011;50;55,89091667;160,5375;1,35;;;;;;;
CALM;R30 C;Ploskii Tolbachik (Kamchatka) 2;100;2012;48;55,89091667;160,5375;1,35;;;;;;;
CALM;R30 C;Ploskii Tolbachik (Kamchatka) 2;100;2013;46;55,89091667;160,5375;1,65;;;;;;;
CALM;R30 C;Ploskii Tolbachik (Kamchatka) 2;100;2015;47;55,89091667;160,5375;1,63;;;;;;;
CALM;R30 C;Ploskii Tolbachik (Kamchatka) 2;100;2016;53;55,89091667;160,5375;0,95;;;;;;;
CALM;R30 C;Ploskii Tolbachik (Kamchatka) 2;100;2017;51;55,89091667;160,5375;1,05;;;;;;;
CALM;R30 C;Ploskii Tolbachik (Kamchatka) 2;100;2018;49;55,89091667;160,5375;;;;;;;;
CALM;R30 C;Ploskii Tolbachik (Kamchatka) 2;100;2019;47;55,89091667;160,5375;;;;;;;;
CALM;R31 A;Allaiha (Indigirka basin alas);100;2014;42;70,56666667;147,4166667;0,53;;;;;;;
CALM;R31 A;Allaiha (Indigirka basin alas);100;2015;42;70,56666667;147,4166667;0,47;;;;;;;
CALM;R31 A;Allaiha (Indigirka basin alas);100;2016;47;70,56666667;147,4166667;0,5;;;;;;;
CALM;R31 A;Allaiha (Indigirka basin alas);100;2017;38;70,56666667;147,4166667;0,5;;;;;;;
CALM;R31 A;Allaiha (Indigirka basin alas);100;2018;37;70,56666667;147,4166667;;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2004;39;70,55;147,4333333;0,39;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2005;42;70,55;147,4333333;0,51;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2006;44;70,55;147,4333333;0,39;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2007;48;70,55;147,4333333;0,54;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2008;47;70,55;147,4333333;0,51;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2009;49;70,55;147,4333333;0,4;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2010;52;70,55;147,4333333;0,53;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2011;52;70,55;147,4333333;0,49;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2012;50;70,55;147,4333333;0,47;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2013;47;70,55;147,4333333;0,49;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2014;47;70,55;147,4333333;0,54;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2015;46;70,55;147,4333333;0,49;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2016;49;70,55;147,4333333;0,5;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2017;41;70,55;147,4333333;0,5;;;;;;;
CALM;R31;Allaiha (Indigirka basin);100;2018;39;70,55;147,4333333;;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2005;81;69,43333333;88,46666667;0,64;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2006;91;69,43333333;88,46666667;0,7;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2007;90;69,43333333;88,46666667;0,72;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2008;94;69,43333333;88,46666667;0,84;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2009;94;69,43333333;88,46666667;0,84;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2010;94;69,43333333;88,46666667;0,44;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2011;96;69,43333333;88,46666667;0,54;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2012;104;69,43333333;88,46666667;0,88;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2013;86;69,43333333;88,46666667;0,74;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2014;95;69,43333333;88,46666667;0,68;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2015;102;69,43333333;88,46666667;0,84;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2016;84;69,43333333;88,46666667;0,92;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2017;106;69,43333333;88,46666667;0,52;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2018;104;69,43333333;88,46666667;;;;;;;;
CALM;R32;Talnah (Norilsk Region);100;2019;113;69,43333333;88,46666667;;;;;;;;
CALM;R35;Omolon;100;2007;41;68,72216667;158,9031667;0,63;;;;;;;
CALM;R35;Omolon;100;2008;34;68,72216667;158,9031667;0,53;;;;;;;
CALM;R35;Omolon;100;2009;32;68,72216667;158,9031667;0,47;;;;;;;
CALM;R35;Omolon;100;2010;52;68,72216667;158,9031667;0,56;;;;;;;
CALM;R35;Omolon;100;2011;45;68,72216667;158,9031667;0,56;;;;;;;
CALM;R35;Omolon;100;2012;44;68,72216667;158,9031667;0,46;;;;;;;
CALM;R35;Omolon;100;2013;40;68,72216667;158,9031667;0,44;;;;;;;
CALM;R35;Omolon;100;2014;40;68,72216667;158,9031667;0,53;;;;;;;
CALM;R35;Omolon;100;2015;46;68,72216667;158,9031667;0,5;;;;;;;
CALM;R35;Omolon;100;2016;32;68,72216667;158,9031667;0,53;;;;;;;
CALM;R35;Omolon;100;2017;43;68,72216667;158,9031667;0,53;;;;;;;
CALM;R35;Omolon;100;2018;41;68,72216667;158,9031667;;;;;;;;
CALM;R35;Omolon;100;2019;39;68,72216667;158,9031667;;;;;;;;
CALM;R36;Andryushkino;100;2005;38;69,16666667;154,4333333;0,51;;;;;;;
CALM;R36;Andryushkino;100;2006;37;69,16666667;154,4333333;0,43;;;;;;;
CALM;R36;Andryushkino;100;2007;43;69,16666667;154,4333333;0,59;;;;;;;
CALM;R36;Andryushkino;100;2008;43;69,16666667;154,4333333;0,5;;;;;;;
CALM;R36;Andryushkino;100;2009;41;69,16666667;154,4333333;0,44;;;;;;;
CALM;R36;Andryushkino;100;2010;31;69,16666667;154,4333333;0,56;;;;;;;
CALM;R36;Andryushkino;100;2011;35;69,16666667;154,4333333;0,5;;;;;;;
CALM;R36;Andryushkino;100;2012;34;69,16666667;154,4333333;0,44;;;;;;;
CALM;R36;Andryushkino;100;2013;44;69,16666667;154,4333333;0,41;;;;;;;
CALM;R36;Andryushkino;100;2014;38;69,16666667;154,4333333;0,51;;;;;;;
CALM;R36;Andryushkino;100;2015;38;69,16666667;154,4333333;0,47;;;;;;;
CALM;R36;Andryushkino;100;2016;42;69,16666667;154,4333333;0,5;;;;;;;
CALM;R36;Andryushkino;100;2017;43;69,16666667;154,4333333;0,49;;;;;;;
CALM;R36;Andryushkino;100;2018;44;69,16666667;154,4333333;;;;;;;;
CALM;R36;Andryushkino;100;2019;43;69,16666667;154,4333333;;;;;;;;
CALM;R37 A;Khomus-1;100;2005;51;69,98333333;153,5833333;0,49;;;;;;;
CALM;R37 B;Khomus-2;100;2005;54;69,98333333;153,5833333;0,49;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2003;115;68,7;161,55;0,67;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2004;129;68,7;161,55;0,67;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2005;148;68,7;161,55;0,76;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2006;137;68,7;161,55;0,64;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2007;151;68,7;161,55;0,84;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2008;133;68,7;161,55;0,64;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2009;122;68,7;161,55;0,64;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2010;145;68,7;161,55;0,74;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2011;149;68,7;161,55;0,74;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2012;130;68,7;161,55;0,57;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2013;124;68,7;161,55;0,6;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2014;132;68,7;161,55;0,7;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2015;134;68,7;161,55;0,66;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2016;135;68,7;161,55;0,76;;;;;;;
CALM;R38 A;Mt. Rodinka (Control);10/T;2017;136;68,7;161,55;0,77;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2003;148;68,71666667;161,5333333;0,71;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2004;155;68,71666667;161,5333333;0,7;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2005;167;68,71666667;161,5333333;0,84;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2006;156;68,71666667;161,5333333;0,66;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2010;154;68,71666667;161,5333333;0,83;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2011;157;68,71666667;161,5333333;0,83;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2012;139;68,71666667;161,5333333;0,6;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2013;147;68,71666667;161,5333333;0,64;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2014;150;68,71666667;161,5333333;0,74;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2015;152;68,71666667;161,5333333;0,69;;;;;;;
CALM;R38 B;Mt. Rodinka (Burn);10/T;2016;154;68,71666667;161,5333333;0,81;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2003;72;68,73333333;161,4;0,71;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2004;77;68,73333333;161,4;0,71;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2005;80;68,73333333;161,4;0,84;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2006;81;68,73333333;161,4;0,7;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2007;84;68,73333333;161,4;0,89;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2008;79;68,73333333;161,4;0,7;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2009;78;68,73333333;161,4;0,69;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2010;82;68,73333333;161,4;0,83;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2011;79;68,73333333;161,4;0,8;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2012;72;68,73333333;161,4;0,6;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2013;66;68,73333333;161,4;0,61;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2014;75;68,73333333;161,4;0,73;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2015;75;68,73333333;161,4;0,7;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2016;72;68,73333333;161,4;0,8;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2017;75;68,73333333;161,4;0,81;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2018;74;68,73333333;161,4;;;;;;;;
CALM;R38 C;Mt. Rodinka (Station);10/T;2019;68;68,73333333;161,4;;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;1997;92;69,71666667;66,85;0,24;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;1998;93;69,71666667;66,85;0,26;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;1999;92;69,71666667;66,85;0,13;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2000;106;69,71666667;66,85;0,29;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2001;111;69,71666667;66,85;0,3;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2002;115;69,71666667;66,85;0,26;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2003;109;69,71666667;66,85;0,34;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2004;114;69,71666667;66,85;0,33;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2005;116;69,71666667;66,85;0,41;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2006;116;69,71666667;66,85;0,36;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2007;114;69,71666667;66,85;0,47;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2008;114;69,71666667;66,85;0,59;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2009;85;69,71666667;66,85;0,57;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2010;98;69,71666667;66,85;0,36;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2011;102;69,71666667;66,85;0,56;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2012;127;69,71666667;66,85;0,74;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2013;115;69,71666667;66,85;0,66;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2014;102;69,71666667;66,85;0,47;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2015;122;69,71666667;66,85;0,73;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2016;136;69,71666667;66,85;0,93;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2017;98;69,71666667;66,85;0,76;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2018;107;69,71666667;66,85;;;;;;;;
CALM;R3;"Marre Sale; Yamal Peninsula";1000/T/B10;2019;121;69,71666667;66,85;;;;;;;;
CALM;R40;Igarka;100;2008;74;67,48222222;86,43555556;1,05;;;;;;;
CALM;R40;Igarka;100;2009;71;67,48222222;86,43555556;0,95;;;;;;;
CALM;R40;Igarka;100;2010;67;67,48222222;86,43555556;0,55;;;;;;;
CALM;R40;Igarka;100;2011;70;67,48222222;86,43555556;0,75;;;;;;;
CALM;R40;Igarka;100;2012;69;67,48222222;86,43555556;0,85;;;;;;;
CALM;R40;Igarka;100;2013;72;67,48222222;86,43555556;0,75;;;;;;;
CALM;R40;Igarka;100;2014;79;67,48222222;86,43555556;0,75;;;;;;;
CALM;R40;Igarka;100;2015;89;67,48222222;86,43555556;0,95;;;;;;;
CALM;R40;Igarka;100;2016;93;67,48222222;86,43555556;1,1;;;;;;;
CALM;R40;Igarka;100;2018;89;67,48222222;86,43555556;;;;;;;;
CALM;R40;Igarka;100;2019;88;67,48222222;86,43555556;;;;;;;;
CALM;R41;Lorino;100;2010;47;65,539667;171,630229;0,89;;;;;;;
CALM;R41;Lorino;100;2011;47;65,539667;171,630229;0,91;;;;;;;
CALM;R41;Lorino;100;2012;47;65,539667;171,630229;0,71;;;;;;;
CALM;R41;Lorino;100;2013;51;65,539667;171,630229;0,74;;;;;;;
CALM;R41;Lorino;100;2014;56;65,539667;171,630229;0,9;;;;;;;
CALM;R41;Lorino;100;2015;55;65,539667;171,630229;1;;;;;;;
CALM;R41;Lorino;100;2016;56;65,539667;171,630229;1,01;;;;;;;
CALM;R41;Lorino;100;2017;55;65,539667;171,630229;1,03;;;;;;;
CALM;R41;Lorino;100;2018;59;65,539667;171,630229;;;;;;;;
CALM;R41;Lorino;100;2019;66;65,539667;171,630229;;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2008;203;62,013306;129,656991;1,2;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2009;199;62,013306;129,656991;1,17;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2010;197;62,013306;129,656991;1,15;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2011;201;62,013306;129,656991;1,31;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2012;201;62,013306;129,656991;1,17;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2013;201;62,013306;129,656991;1,15;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2014;203;62,013306;129,656991;1,17;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2015;201;62,013306;129,656991;1,17;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2016;201;62,013306;129,656991;1,15;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2017;203;62,013306;129,656991;1,22;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2018;201;62,013306;129,656991;;;;;;;;
CALM;R42;Tuymada (Yakutsk region);50/TT;2019;205;62,013306;129,656991;;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2008;124;62,316255;129,499661;0,93;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2009;122;62,316255;129,499661;0,89;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2010;123;62,316255;129,499661;0,86;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2011;123;62,316255;129,499661;0,89;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2012;124;62,316255;129,499661;0,89;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2013;129;62,316255;129,499661;0,83;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2014;126;62,316255;129,499661;0,89;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2015;125;62,316255;129,499661;0,87;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2016;121;62,316255;129,499661;0,84;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2017;121;62,316255;129,499661;0,89;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2018;119;62,316255;129,499661;;;;;;;;
CALM;R43;Neleger (Yakutsk region);50/TT;2019;124;62,316255;129,499661;;;;;;;;
CALM;R44;"Umbozero; Kola Peninsula";100;2011;160;67,7723958;34,1820458;NA;;;;;;;
CALM;R44;"Umbozero; Kola Peninsula";100;2012;160;67,7723958;34,1820458;NA;;;;;;;
CALM;R44;"Umbozero; Kola Peninsula";100;2013;165;67,7723958;34,1820458;NA;;;;;;;
CALM;R44;"Umbozero; Kola Peninsula";100;2014;160;67,7723958;34,1820458;NA;;;;;;;
CALM;R44;"Umbozero; Kola Peninsula";100;2015;162;67,7723958;34,1820458;NA;;;;;;;
CALM;R44;"Umbozero; Kola Peninsula";100;2016;163;67,7723958;34,1820458;NA;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2010;42;64,63333333;176,9666667;0,77;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2011;44;64,63333333;176,9666667;0,77;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2012;44;64,63333333;176,9666667;0,67;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2013;47;64,63333333;176,9666667;0,72;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2014;49;64,63333333;176,9666667;0,92;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2015;44;64,63333333;176,9666667;1,02;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2016;49;64,63333333;176,9666667;1,05;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2017;49;64,63333333;176,9666667;0,98;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2018;46;64,63333333;176,9666667;;;;;;;;
CALM;R45;Kruglaya (Anadyr);100;2019;50;64,63333333;176,9666667;;;;;;;;
CALM;R46;Chara Belenky;100;2013;59;56,76038;118,18903;1,12;;;;;;;
CALM;R46;Chara Belenky;100;2014;49;56,76038;118,18903;1,17;;;;;;;
CALM;R46;Chara Belenky;100;2015;61;56,76038;118,18903;;;;;;;;
CALM;R46;Chara Belenky;100;2017;61;56,76038;118,18903;;;;;;;;
CALM;R46;Chara Belenky;100;2018;41;56,76038;118,18903;;;;;;;;
CALM;R47;Chara Most;100;2013;55;56,906264;118,280672;1,7;;;;;;;
CALM;R47;Chara Most;100;2014;42;56,906264;118,280672;1,71;;;;;;;
CALM;R47;Chara Most;100;2015;53;56,906264;118,280672;;;;;;;;
CALM;R47;Chara Most;100;2017;54;56,906264;118,280672;;;;;;;;
CALM;R47;Chara Most;100;2018;46;56,906264;118,280672;;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2007;72;70,2755;68,89163889;0,57;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2008;75;70,2755;68,89163889;0,6;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2009;47;70,2755;68,89163889;0,63;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2010;67;70,2755;68,89163889;0,37;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2011;67;70,2755;68,89163889;0,59;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2012;77;70,2755;68,89163889;0,71;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2013;80;70,2755;68,89163889;0,71;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2014;71;70,2755;68,89163889;0,46;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2015;76;70,2755;68,89163889;0,67;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2016;87;70,2755;68,89163889;0,96;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2017;66;70,2755;68,89163889;0,77;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2018;66;70,2755;68,89163889;0,77;;;;;;;
CALM;R5 A;"Vaskiny Dachi; Yamal Peninsula";50;2019;72;70,2755;68,89163889;0,77;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2007;72;70,2955;68,88347222;0,59;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2008;73;70,2955;68,88347222;0,64;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2009;81;70,2955;68,88347222;0,66;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2010;65;70,2955;68,88347222;0,37;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2011;65;70,2955;68,88347222;0,6;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2012;77;70,2955;68,88347222;0,71;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2013;78;70,2955;68,88347222;0,71;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2014;70;70,2955;68,88347222;0,47;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2015;77;70,2955;68,88347222;0,71;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2016;91;70,2955;68,88347222;1;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2017;75;70,2955;68,88347222;0,8;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2018;70;70,2955;68,88347222;;;;;;;;
CALM;R5 B;"Vaskiny Dachi; Yamal Peninsula";50;2019;73;70,2955;68,88347222;;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2007;112;70,30138889;68,84130556;0,59;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2008;113;70,30138889;68,84130556;0,64;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2009;82;70,30138889;68,84130556;0,66;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2010;106;70,30138889;68,84130556;0,37;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2011;114;70,30138889;68,84130556;0,6;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2012;128;70,30138889;68,84130556;0,71;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2013;126;70,30138889;68,84130556;0,71;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2014;111;70,30138889;68,84130556;0,47;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2015;129;70,30138889;68,84130556;0,71;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2016;144;70,30138889;68,84130556;1;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2017;118;70,30138889;68,84130556;0,8;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2018;116;70,30138889;68,84130556;;;;;;;;
CALM;R5 C;"Vaskiny Dachi; Yamal Peninsula";50;2019;114;70,30138889;68,84130556;;;;;;;;
CALM;R5 D;"Vaskiny Dachi; Yamal Peninsula";50;2014;41;70,27416667;68,89077778;0,46;;;;;;;
CALM;R5 D;"Vaskiny Dachi; Yamal Peninsula";50;2015;48;70,27416667;68,89077778;0,67;;;;;;;
CALM;R5 D;"Vaskiny Dachi; Yamal Peninsula";50;2016;54;70,27416667;68,89077778;0,96;;;;;;;
CALM;R5 D;"Vaskiny Dachi; Yamal Peninsula";50;2017;39;70,27416667;68,89077778;0,77;;;;;;;
CALM;R5 D;"Vaskiny Dachi; Yamal Peninsula";50;2018;40;70,27416667;68,89077778;;;;;;;;
CALM;R5 D;"Vaskiny Dachi; Yamal Peninsula";50;2019;46;70,27416667;68,89077778;;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2008;84;66,31537;76,90772;0,9;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2009;65;66,31537;76,90772;0,86;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2010;77;66,31537;76,90772;0,6;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2011;72;66,31537;76,90772;0,82;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2012;87;66,31537;76,90772;0,94;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2013;70;66,31537;76,90772;0,82;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2014;76;66,31537;76,90772;0,8;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2015;85;66,31537;76,90772;0,98;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2016;74;66,31537;76,90772;1,16;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2017;67;66,31537;76,90772;0,76;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2018;111;66,31537;76,90772;;;;;;;;
CALM;R50a;Urengoy Gas Field GP5;100/T/B10;2019;103;66,31537;76,90772;;;;;;;;
CALM;R50b;Urengoy Gas Field GP15;100/T/B10;2008;84;67,47791;76,69529;0,97;;;;;;;
CALM;R50b;Urengoy Gas Field GP15;100/T/B10;2009;65;67,47791;76,69529;0,88;;;;;;;
CALM;R50b;Urengoy Gas Field GP15;100/T/B10;2010;80;67,47791;76,69529;0,58;;;;;;;
CALM;R50b;Urengoy Gas Field GP15;100/T/B10;2011;82;67,47791;76,69529;0,85;;;;;;;
