Source;Code;Name;Method;year;Depth;Latitude;Longitude;ALT_Permafrost_cci;;;;;;;
CALM;C10;Pump Station;T/P;1997;77;65,28333333;-126,8833333;1,38;;;;;;;
CALM;C10;Pump Station;T/P;1998;78;65,28333333;-126,8833333;1,56;;;;;;;
CALM;C10;Pump Station;T/P;1999;77;65,28333333;-126,8833333;1,28;;;;;;;
CALM;C10;Pump Station;T/P;2000;80;65,28333333;-126,8833333;1,26;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;1997;59;65,19305556;-126,4688889;1,4;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;1998;66;65,19305556;-126,4688889;1,5;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;1999;64;65,19305556;-126,4688889;1,3;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;2000;64;65,19305556;-126,4688889;1,45;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;2001;66;65,19305556;-126,4688889;1,53;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;2002;64;65,19305556;-126,4688889;0,98;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;2003;60;65,19305556;-126,4688889;1,1;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;2004;60;65,19305556;-126,4688889;1,2;;;;;;;
CALM;C11 A;Norman Wells   (Thaw tube);TT;2005;61;65,19305556;-126,4688889;1,47;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;1998;50;65,19305556;-126,4688889;1,5;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;1999;49;65,19305556;-126,4688889;1,3;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2000;45;65,19305556;-126,4688889;1,45;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2001;45;65,19305556;-126,4688889;1,53;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2002;47;65,19305556;-126,4688889;0,98;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2003;41;65,19305556;-126,4688889;1,1;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2004;39;65,19305556;-126,4688889;1,2;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2005;46;65,19305556;-126,4688889;1,47;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2006;48;65,19305556;-126,4688889;1,68;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2007;47;65,19305556;-126,4688889;1,58;;;;;;;
CALM;C11 B;Norman Wells   (grid);100;2008;50;65,19305556;-126,4688889;1,53;;;;;;;
CALM;C12;Great Bear River;T/P;1997;69;64,91666667;-125,5833333;1,17;;;;;;;
CALM;C12;Great Bear River;T/P;1998;87;64,91666667;-125,5833333;1,23;;;;;;;
CALM;C12;Great Bear River;T/P;1999;86;64,91666667;-125,5833333;1,13;;;;;;;
CALM;C12;Great Bear River;T/P;2000;86;64,91666667;-125,5833333;1,23;;;;;;;
CALM;C13;Ochre River;TT;1997;65;63,46638889;-123,6927778;1,47;;;;;;;
CALM;C13;Ochre River;TT;1998;66;63,46638889;-123,6927778;1,58;;;;;;;
CALM;C13;Ochre River;TT;1999;65;63,46638889;-123,6927778;1,6;;;;;;;
CALM;C13;Ochre River;TT;2000;65;63,46638889;-123,6927778;1,7;;;;;;;
CALM;C13;Ochre River;TT;2001;64;63,46638889;-123,6927778;1,73;;;;;;;
CALM;C13;Ochre River;TT;2002;64;63,46638889;-123,6927778;1,58;;;;;;;
CALM;C13;Ochre River;TT;2003;64;63,46638889;-123,6927778;1,4;;;;;;;
CALM;C13;Ochre River;TT;2004;58;63,46638889;-123,6927778;1,62;;;;;;;
CALM;C13;Ochre River;TT;2005;62;63,46638889;-123,6927778;1,78;;;;;;;
CALM;C13;Ochre River;TT;2006;66;63,46638889;-123,6927778;1,95;;;;;;;
CALM;C13;Ochre River;TT;2007;67;63,46638889;-123,6927778;1,9;;;;;;;
CALM;C13;Ochre River;TT;2012;69;63,46638889;-123,6927778;2,17;;;;;;;
CALM;C13;Ochre River;TT;2014;72;63,46638889;-123,6927778;2,18;;;;;;;
CALM;C13;Ochre River;TT;2017;70;63,46638889;-123,6927778;;;;;;;;
CALM;C14 A;Willowlake River;TT;1997;87;62,69666667;-123,065;1,25;;;;;;;
CALM;C14 A;Willowlake River;TT;1998;89;62,69666667;-123,065;1,48;;;;;;;
CALM;C14 A;Willowlake River;TT;1999;91;62,69666667;-123,065;1,43;;;;;;;
CALM;C14 A;Willowlake River;TT;2000;82;62,69666667;-123,065;1,58;;;;;;;
CALM;C14 A;Willowlake River;TT;2001;86;62,69666667;-123,065;1,68;;;;;;;
CALM;C14 A;Willowlake River;TT;2002;88;62,69666667;-123,065;1,63;;;;;;;
CALM;C14 A;Willowlake River;TT;2003;86;62,69666667;-123,065;1,6;;;;;;;
CALM;C14 A;Willowlake River;TT;2004;80;62,69666667;-123,065;1,68;;;;;;;
CALM;C14 A;Willowlake River;TT;2005;82;62,69666667;-123,065;1,8;;;;;;;
CALM;C14 A;Willowlake River;TT;2006;89;62,69666667;-123,065;1,9;;;;;;;
CALM;C14 A;Willowlake River;TT;2007;88;62,69666667;-123,065;1,88;;;;;;;
CALM;C14 A;Willowlake River;TT;2010;90;62,69666667;-123,065;1,95;;;;;;;
CALM;C14 A;Willowlake River;TT;2012;91;62,69666667;-123,065;2,2;;;;;;;
CALM;C14 A;Willowlake River;TT;2014;89;62,69666667;-123,065;2,22;;;;;;;
CALM;C14 A;Willowlake River;TT;2016;91;62,69666667;-123,065;2,4;;;;;;;
CALM;C14 A;Willowlake River;TT;2017;102;62,69666667;-123,065;;;;;;;;
CALM;C14 B;Willowlake River;100;2001;74;62,69666667;-123,065;1,68;;;;;;;
CALM;C14 B;Willowlake River;100;2002;78;62,69666667;-123,065;1,63;;;;;;;
CALM;C14 B;Willowlake River;100;2003;72;62,69666667;-123,065;1,6;;;;;;;
CALM;C14 B;Willowlake River;100;2004;73;62,69666667;-123,065;1,68;;;;;;;
CALM;C14 B;Willowlake River;100;2005;78;62,69666667;-123,065;1,8;;;;;;;
CALM;C14 B;Willowlake River;100;2006;88;62,69666667;-123,065;1,9;;;;;;;
CALM;C14 B;Willowlake River;100;2007;87;62,69666667;-123,065;1,88;;;;;;;
CALM;C14 B;Willowlake River;100;2008;88;62,69666667;-123,065;1,9;;;;;;;
CALM;C14 B;Willowlake River;100;2009;84;62,69666667;-123,065;1,95;;;;;;;
CALM;C14 B;Willowlake River;100;2011;87;62,69666667;-123,065;2,18;;;;;;;
CALM;C14 B;Willowlake River;100;2013;83;62,69666667;-123,065;2,22;;;;;;;
CALM;C15 B;Fort Simpson;100;1999;76;61,88777778;-121,6016667;1,3;;;;;;;
CALM;C15 B;Fort Simpson;100;2000;85;61,88777778;-121,6016667;1,5;;;;;;;
CALM;C15 B;Fort Simpson;100;2001;84;61,88777778;-121,6016667;1,6;;;;;;;
CALM;C15 B;Fort Simpson;100;2002;82;61,88777778;-121,6016667;1,5;;;;;;;
CALM;C15 B;Fort Simpson;100;2003;76;61,88777778;-121,6016667;1,4;;;;;;;
CALM;C15 B;Fort Simpson;100;2004;77;61,88777778;-121,6016667;1,6;;;;;;;
CALM;C15 B;Fort Simpson;100;2005;91;61,88777778;-121,6016667;1,6;;;;;;;
CALM;C15 B;Fort Simpson;100;2006;93;61,88777778;-121,6016667;1,8;;;;;;;
CALM;C15 B;Fort Simpson;100;2007;99;61,88777778;-121,6016667;1,6;;;;;;;
CALM;C15 B;Fort Simpson;100;2008;98;61,88777778;-121,6016667;1,8;;;;;;;
CALM;C15 B;Fort Simpson;100;2009;88;61,88777778;-121,6016667;2;;;;;;;
CALM;C15 B;Fort Simpson;100;2011;104;61,88777778;-121,6016667;2,2;;;;;;;
CALM;C15 B;Fort Simpson;100;2013;96;61,88777778;-121,6016667;2,4;;;;;;;
CALM;C15 B;Fort Simpson;100;2015;101;61,88777778;-121,6016667;2,4;;;;;;;
CALM;C16;"Lake Hazen; Ellsmere Island";T;1997;46;81,81666667;-71,38333333;0,27;;;;;;;
CALM;C16;"Lake Hazen; Ellsmere Island";T;1998;52;81,81666667;-71,38333333;0,34;;;;;;;
CALM;C16;"Lake Hazen; Ellsmere Island";T;1999;43;81,81666667;-71,38333333;0,3;;;;;;;
CALM;C17;Sheldrake River;T;1997;157;56,63333333;-76,1;0,98;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;1997;56;81,4;-76,7;0,1;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;1998;51;81,4;-76,7;0,2;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;1999;57;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2000;54;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2001;57;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2002;56;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2003;59;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2004;58;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2005;59;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2006;60;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2007;59;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2008;56;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2009;61;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2010;58;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2011;66;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2012;66;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2013;58;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2014;56;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2015;63;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2016;67;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2017;62;;;;;;;;;;
CALM;C18;"Tanquary Fiord;  Ellesmere Island";100;2018;50;;;;;;;;;;
CALM;C19;"Eureka;  Ellesmere Island";1000;1997;52;80,01666667;-85,75;0,33;;;;;;;
CALM;C19;"Eureka;  Ellesmere Island";1000;1998;53;80,01666667;-85,75;0,41;;;;;;;
CALM;C19;"Eureka;  Ellesmere Island";1000;2000;49;80,01666667;-85,75;0,4;;;;;;;
CALM;C1;Alexandria Fiord;100;1999;57;78,88333333;-75,91666667;0,19;;;;;;;
CALM;C1;Alexandria Fiord;100;2000;62;78,88333333;-75,91666667;0,21;;;;;;;
CALM;C1;Alexandria Fiord;100;2001;58;78,88333333;-75,91666667;0,19;;;;;;;
CALM;C20;Baker Lake;T/B3;1997;120;64,33333333;-96,05;0,6;;;;;;;
CALM;C20;Baker Lake;T/B3;1998;170;64,33333333;-96,05;0,66;;;;;;;
CALM;C20;Baker Lake;T/B3;1999;174;64,33333333;-96,05;0,51;;;;;;;
CALM;C20;Baker Lake;T/B3;2000;189;64,33333333;-96,05;0,59;;;;;;;
CALM;C20;Baker Lake;T/B3;2001;193;64,33333333;-96,05;0,6;;;;;;;
CALM;C20;Baker Lake;T/B3;2004;178;64,33333333;-96,05;0,47;;;;;;;
CALM;C21;Marmot Mountain;T;1997;192;52,8;-118,1166667;NA;;;;;;;
CALM;C21;Marmot Mountain;T;1999;342;52,8;-118,1166667;NA;;;;;;;
CALM;C21;Marmot Mountain;T;2000;96;52,8;-118,1166667;NA;;;;;;;
CALM;C21;Marmot Mountain;T;2001;152;52,8;-118,1166667;NA;;;;;;;
CALM;C21;Marmot Mountain;T;2002;84;52,8;-118,1166667;NA;;;;;;;
CALM;C22;Dawson;50/P/T;2009;26;63,94054;-138,59157;1,33;;;;;;;
CALM;C22;Dawson;50/P/T;2010;32;63,94054;-138,59157;2;;;;;;;
CALM;C22;Dawson;50/P/T;2011;39;63,94054;-138,59157;1,95;;;;;;;
CALM;C22;Dawson;50/P/T;2012;45;63,94054;-138,59157;2,2;;;;;;;
CALM;C22;Dawson;50/P/T;2013;37;63,94054;-138,59157;2;;;;;;;
CALM;C22;Dawson;50/P/T;2014;52;63,94054;-138,59157;2,13;;;;;;;
CALM;C23;Teslin;50/P/T;2009;55;60,447364;-133,527584;NA;;;;;;;
CALM;C23;Teslin;50/P/T;2010;46;60,447364;-133,527584;NA;;;;;;;
CALM;C23;Teslin;50/P/T;2011;53;60,447364;-133,527584;NA;;;;;;;
CALM;C23;Teslin;50/P/T;2012;52;60,447364;-133,527584;NA;;;;;;;
CALM;C23;Teslin;50/P/T;2013;58;60,447364;-133,527584;NA;;;;;;;
CALM;C23;Teslin;50/P/T;2014;65;60,447364;-133,527584;NA;;;;;;;
CALM;C24;Beaver Creek;50/P/T;2010;42;62,3377;-140,83835;1,42;;;;;;;
CALM;C24;Beaver Creek;50/P/T;2011;48;62,3377;-140,83835;1,6;;;;;;;
CALM;C24;Beaver Creek;50/P/T;2012;42;62,3377;-140,83835;1,7;;;;;;;
CALM;C24;Beaver Creek;50/P/T;2013;52;62,3377;-140,83835;1,78;;;;;;;
CALM;C24;Beaver Creek;50/P/T;2014;54;62,3377;-140,83835;1,93;;;;;;;
CALM;C25;Ukkusiksalik�National Park;100/TT/T;2014;50;65,87808;-89,36717;;;;;;;;
CALM;C25;Ukkusiksalik�National Park;100/TT/T;2016;52;65,87808;-89,36717;;;;;;;;
CALM;C25;Ukkusiksalik�National Park;100/TT/T;2017;43;65,87808;-89,36717;;;;;;;;
CALM;C26;Borden Peninsula;100/TT/T;2011;62;73,0054;-80,6825;;;;;;;;
CALM;C26;Borden Peninsula;100/TT/T;2012;65;73,0054;-80,6825;;;;;;;;
CALM;C26;Borden Peninsula;100/TT/T;2013;43;73,0054;-80,6825;;;;;;;;
CALM;C26;Borden Peninsula;100/TT/T;2014;51;73,0054;-80,6825;;;;;;;;
CALM;C26;Borden Peninsula;100/TT/T;2015;50;73,0054;-80,6825;;;;;;;;
CALM;C26;Borden Peninsula;100/TT/T;2016;54;73,0054;-80,6825;;;;;;;;
CALM;C26;Borden Peninsula;100/TT/T;2017;40;73,0054;-80,6825;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2009;27;66,87932;-64,6973;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2010;29;66,87932;-64,6973;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2011;36;66,87932;-64,6973;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2012;35;66,87932;-64,6973;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2013;26;66,87932;-64,6973;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2014;28;66,87932;-64,6973;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2015;26;66,87932;-64,6973;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2016;33;66,87932;-64,6973;;;;;;;;
CALM;C27;Owl River, Auyuittuq;100/TT/T;2017;25;66,87932;-64,6973;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2009;53;72,81072;-79,32928;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2011;50;72,81072;-79,32928;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2012;50;72,81072;-79,32928;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2013;49;72,81072;-79,32928;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2014;46;72,81072;-79,32928;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2015;45;72,81072;-79,32928;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2016;51;72,81072;-79,32928;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2017;35;72,81072;-79,32928;;;;;;;;
CALM;C28;Baylot Island, Sirmilik;100/TT/T;2018;49;72,81072;-79,32928;;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;1997;66;69,71972222;-134,4619444;0,36;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;1998;70;69,71972222;-134,4619444;0,53;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;1999;66;69,71972222;-134,4619444;0,34;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2000;59;69,71972222;-134,4619444;0,26;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2001;62;69,71972222;-134,4619444;0,31;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2002;60;69,71972222;-134,4619444;0,27;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2003;59;69,71972222;-134,4619444;0,27;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2007;64;69,71972222;-134,4619444;0,39;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2008;63;69,71972222;-134,4619444;0,36;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2015;56;69,71972222;-134,4619444;0,43;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2016;57;69,71972222;-134,4619444;0,5;;;;;;;
CALM;C3 A;North Head (thaw tube);TT;2018;61;69,71972222;-134,4619444;;;;;;;;
CALM;C3 B;North Head (grid);100;1998;52;69,71972222;-134,4619444;0,53;;;;;;;
CALM;C3 B;North Head (grid);100;1999;52;69,71972222;-134,4619444;0,34;;;;;;;
CALM;C3 B;North Head (grid);100;2000;43;69,71972222;-134,4619444;0,26;;;;;;;
CALM;C3 B;North Head (grid);100;2001;43;69,71972222;-134,4619444;0,31;;;;;;;
CALM;C3 B;North Head (grid);100;2002;44;69,71972222;-134,4619444;0,27;;;;;;;
CALM;C3 B;North Head (grid);100;2003;45;69,71972222;-134,4619444;0,27;;;;;;;
CALM;C3 B;North Head (grid);100;2004;50;69,71972222;-134,4619444;0,36;;;;;;;
CALM;C3 B;North Head (grid);100;2005;40;69,71972222;-134,4619444;0,24;;;;;;;
CALM;C3 B;North Head (grid);100;2006;52;69,71972222;-134,4619444;0,41;;;;;;;
CALM;C3 B;North Head (grid);100;2007;48;69,71972222;-134,4619444;0,39;;;;;;;
CALM;C3 B;North Head (grid);100;2008;50;69,71972222;-134,4619444;0,36;;;;;;;
CALM;C3 B;North Head (grid);100;2009;44;69,71972222;-134,4619444;0,34;;;;;;;
CALM;C3 B;North Head (grid);100;2011;50;69,71972222;-134,4619444;0,41;;;;;;;
CALM;C3 B;North Head (grid);100;2013;42;69,71972222;-134,4619444;0,39;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;1997;118;69,36916667;-134,9486111;0,5;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;1998;148;69,36916667;-134,9486111;0,66;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;1999;132;69,36916667;-134,9486111;0,49;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2001;117;69,36916667;-134,9486111;0,46;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2002;110;69,36916667;-134,9486111;0,44;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2003;124;69,36916667;-134,9486111;0,41;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2004;119;69,36916667;-134,9486111;0,5;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2005;101;69,36916667;-134,9486111;0,39;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2006;129;69,36916667;-134,9486111;0,56;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2007;132;69,36916667;-134,9486111;0,53;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2008;114;69,36916667;-134,9486111;0,5;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2009;138;69,36916667;-134,9486111;0,49;;;;;;;
CALM;C4 A;Taglu (Thaw tube);TT/T/B30;2011;171;69,36916667;-134,9486111;0,56;;;;;;;
CALM;C4 B;Taglu (grid);100;1998;104;69,36916667;-134,9486111;0,66;;;;;;;
CALM;C4 B;Taglu (grid);100;1999;110;69,36916667;-134,9486111;0,49;;;;;;;
CALM;C4 B;Taglu (grid);100;2000;109;69,36916667;-134,9486111;0,4;;;;;;;
CALM;C4 B;Taglu (grid);100;2001;100;69,36916667;-134,9486111;0,46;;;;;;;
CALM;C4 B;Taglu (grid);100;2002;100;69,36916667;-134,9486111;0,44;;;;;;;
CALM;C4 B;Taglu (grid);100;2003;96;69,36916667;-134,9486111;0,41;;;;;;;
CALM;C4 B;Taglu (grid);100;2004;99;69,36916667;-134,9486111;0,5;;;;;;;
CALM;C4 B;Taglu (grid);100;2005;80;69,36916667;-134,9486111;0,39;;;;;;;
CALM;C4 B;Taglu (grid);100;2006;96;69,36916667;-134,9486111;0,56;;;;;;;
CALM;C4 B;Taglu (grid);100;2007;94;69,36916667;-134,9486111;0,53;;;;;;;
CALM;C4 B;Taglu (grid);100;2008;91;69,36916667;-134,9486111;0,5;;;;;;;
CALM;C4 B;Taglu (grid);100;2009;86;69,36916667;-134,9486111;0,49;;;;;;;
CALM;C4 B;Taglu (grid);100;2010;94;69,36916667;-134,9486111;0,6;;;;;;;
CALM;C4 B;Taglu (grid);100;2011;94;69,36916667;-134,9486111;0,56;;;;;;;
CALM;C4 B;Taglu (grid);100;2012;91;69,36916667;-134,9486111;0,67;;;;;;;
CALM;C4 B;Taglu (grid);100;2013;85;69,36916667;-134,9486111;0,57;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;1997;89;69,21888889;-134,2911111;0,57;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;1998;91;69,21888889;-134,2911111;0,71;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;1999;84;69,21888889;-134,2911111;0,54;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2000;64;69,21888889;-134,2911111;0,5;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2001;70;69,21888889;-134,2911111;0,54;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2002;64;69,21888889;-134,2911111;0,53;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2003;73;69,21888889;-134,2911111;0,49;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2004;68;69,21888889;-134,2911111;0,56;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2005;68;69,21888889;-134,2911111;0,46;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2006;77;69,21888889;-134,2911111;0,64;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2007;73;69,21888889;-134,2911111;0,59;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2008;68;69,21888889;-134,2911111;0,54;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2009;67;69,21888889;-134,2911111;0,54;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2010;74;69,21888889;-134,2911111;0,61;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2011;72;69,21888889;-134,2911111;0,64;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2012;83;69,21888889;-134,2911111;0,7;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2013;78;69,21888889;-134,2911111;0,6;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2014;81;69,21888889;-134,2911111;0,6;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2015;82;69,21888889;-134,2911111;0,59;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2016;77;69,21888889;-134,2911111;0,61;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2017;83;69,21888889;-134,2911111;;;;;;;;
CALM;C5 A;Lousy Point (Thaw tube);TT/T/B30;2018;73;69,21888889;-134,2911111;;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;1998;64;69,21888889;-134,2911111;0,71;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;1999;62;69,21888889;-134,2911111;0,54;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2000;52;69,21888889;-134,2911111;0,5;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2001;53;69,21888889;-134,2911111;0,54;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2002;54;69,21888889;-134,2911111;0,53;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2003;53;69,21888889;-134,2911111;0,49;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2004;55;69,21888889;-134,2911111;0,56;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2005;49;69,21888889;-134,2911111;0,46;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2006;61;69,21888889;-134,2911111;0,64;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2007;55;69,21888889;-134,2911111;0,59;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2008;59;69,21888889;-134,2911111;0,54;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2009;55;69,21888889;-134,2911111;0,54;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2012;63;69,21888889;-134,2911111;0,7;;;;;;;
CALM;C5 B;Lousy Point  (grid);100;2013;51;69,21888889;-134,2911111;0,6;;;;;;;
CALM;C6;Parsons Lake;T;1997;90;68,96666667;-133,55;0,56;;;;;;;
CALM;C6;Parsons Lake;T;1998;80;68,96666667;-133,55;0,69;;;;;;;
CALM;C6;Parsons Lake;T;1999;75;68,96666667;-133,55;0,53;;;;;;;
CALM;C6;Parsons Lake;T;2000;78;68,96666667;-133,55;0,47;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;1997;135;68,68472222;-134,1458333;0,66;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;1998;140;68,68472222;-134,1458333;0,83;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;1999;137;68,68472222;-134,1458333;0,63;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2000;134;68,68472222;-134,1458333;0,59;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2001;136;68,68472222;-134,1458333;0,63;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2002;123;68,68472222;-134,1458333;0,64;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2003;129;68,68472222;-134,1458333;0,6;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2004;122;68,68472222;-134,1458333;0,66;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2005;115;68,68472222;-134,1458333;0,54;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2006;134;68,68472222;-134,1458333;0,76;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2007;128;68,68472222;-134,1458333;0,76;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2008;131;68,68472222;-134,1458333;0,64;;;;;;;
CALM;C7 A;Reindeer Depot  (Thaw tube);TT;2009;129;68,68472222;-134,1458333;0,66;;;;;;;
